position_id,report_date,reporting_entity_id,source_system_id,product_id,counterparty_id,fx_rate_id,product_code,table_assignment,flow_direction,product_category,counterparty_lei,counterparty_type_code,is_affiliated,maturity_bucket_code,maturity_date,forward_start_flag,forward_start_date,notional_amount_usd,fx_rate_to_usd,notional_amount_orig,notional_currency,carrying_value_usd,market_value_usd,hqla_flag,hqla_level,rehypothecation_flag,collateral_cusip,cusip,isin,security_type,credit_rating,repo_rate,haircut_pct,term_days,is_fdic_insured,deposit_insurance_limit_usd,committed_amount_usd,drawn_amount_usd,undrawn_amount_usd,data_quality_flag,lcr_applicable,nsfr_applicable,load_timestamp,source_batch_id,etl_run_id,source_extract_timestamp,insert_ts,update_ts
13,2026-04-04,1,CORE,4,9,1,PROD013,T1,OUTFLOW,DEPOSIT,LEI00013,BANK,false,1,2027-03-04,false,,49826920.830000,1.2635000000,39435631.840000,GBP,48830382.413400,50823459.246600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.877107,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.877111,2026-04-11 16:03:34.877513,2026-04-11 16:03:34.877513
14,2026-04-04,1,CORE,10,2,1,PROD014,T1,OUTFLOW,DEPOSIT,LEI00014,BANK,false,1,2026-05-27,false,,4378547.590000,1.0831000000,4042606.950000,EUR,4290976.638200,4466118.541800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.883612,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.883615,2026-04-11 16:03:34.883857,2026-04-11 16:03:34.883857
15,2026-04-04,1,CORE,9,6,1,PROD009,T1,OUTFLOW,DEPOSIT,LEI00015,BANK,false,1,2027-03-17,false,,293663.450000,0.0067000000,43830366.230000,JPY,287790.181000,299536.719000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.887227,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.887229,2026-04-11 16:03:34.887459,2026-04-11 16:03:34.887459
16,2026-04-04,1,CORE,13,8,1,PROD007,T1,OUTFLOW,DEPOSIT,LEI00016,BANK,false,1,2026-07-28,false,,21952814.700000,0.7250000000,30279744.410000,CAD,21513758.406000,22391870.994000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.890678,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.89068,2026-04-11 16:03:34.890893,2026-04-11 16:03:34.890893
17,2026-04-04,1,CORE,5,1,1,PROD013,T1,OUTFLOW,DEPOSIT,LEI00017,BANK,false,1,2026-09-02,false,,52861535.820000,0.7250000000,72912463.200000,CAD,51804305.103600,53918766.536400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.894584,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.894589,2026-04-11 16:03:34.895004,2026-04-11 16:03:34.895004
18,2026-04-04,1,CORE,11,11,1,PROD004,T1,OUTFLOW,DEPOSIT,LEI00018,BANK,false,1,2026-09-03,false,,429574.900000,0.0067000000,64115657.110000,JPY,420983.402000,438166.398000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.898908,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.89891,2026-04-11 16:03:34.899153,2026-04-11 16:03:34.899153
19,2026-04-04,1,CORE,9,10,1,PROD001,T1,INFLOW,DEPOSIT,LEI00019,BANK,false,1,2026-12-16,false,,60626415.640000,0.7250000000,83622642.260000,CAD,59413887.327200,61838943.952800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.903395,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.903397,2026-04-11 16:03:34.903627,2026-04-11 16:03:34.903627
20,2026-04-04,1,CORE,3,11,1,PROD007,T1,INFLOW,DEPOSIT,LEI00020,BANK,false,1,2027-03-19,false,,90280918.940000,1.0831000000,83354186.080000,EUR,88475300.561200,92086537.318800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.907106,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.907109,2026-04-11 16:03:34.90736,2026-04-11 16:03:34.90736
21,2026-04-04,1,CORE,2,4,1,PROD008,T1,INFLOW,DEPOSIT,LEI00021,BANK,false,1,2027-01-26,false,,99743951.680000,1.0000000000,99743951.680000,USD,97749072.646400,101738830.713600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.911713,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.911716,2026-04-11 16:03:34.911993,2026-04-11 16:03:34.911993
22,2026-04-04,1,CORE,11,10,1,PROD007,T1,OUTFLOW,DEPOSIT,LEI00022,BANK,false,1,2027-01-24,false,,266307.930000,0.0067000000,39747452.510000,JPY,260981.771400,271634.088600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.917123,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.917126,2026-04-11 16:03:34.917395,2026-04-11 16:03:34.917395
23,2026-04-04,1,CORE,4,7,1,PROD007,T1,OUTFLOW,DEPOSIT,LEI00023,BANK,false,1,2026-09-21,false,,67133517.530000,1.0831000000,61982750.930000,EUR,65790847.179400,68476187.880600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.921894,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.921897,2026-04-11 16:03:34.922126,2026-04-11 16:03:34.922126
24,2026-04-04,1,CORE,14,11,1,PROD004,T1,OUTFLOW,DEPOSIT,LEI00024,BANK,false,1,2027-01-14,false,,77991494.600000,1.2635000000,61726548.950000,GBP,76431664.708000,79551324.492000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.92646,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.926463,2026-04-11 16:03:34.926745,2026-04-11 16:03:34.926745
25,2026-04-04,1,CORE,4,11,1,PROD005,T1,INFLOW,DEPOSIT,LEI00025,BANK,false,1,2027-03-08,false,,6245376.770000,1.0831000000,5766205.120000,EUR,6120469.234600,6370284.305400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.931015,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.931017,2026-04-11 16:03:34.93126,2026-04-11 16:03:34.93126
26,2026-04-04,1,CORE,10,8,1,PROD012,T1,INFLOW,DEPOSIT,LEI00026,BANK,false,1,2026-10-01,false,,59313922.560000,0.7250000000,81812306.980000,CAD,58127644.108800,60500201.011200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.934704,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.934708,2026-04-11 16:03:34.93494,2026-04-11 16:03:34.93494
27,2026-04-04,1,CORE,14,1,1,PROD008,T1,OUTFLOW,DEPOSIT,LEI00027,BANK,false,1,2027-02-08,false,,198117.380000,0.0067000000,29569757.940000,JPY,194155.032400,202079.727600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.938188,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.93819,2026-04-11 16:03:34.938404,2026-04-11 16:03:34.938404
28,2026-04-04,1,CORE,12,3,1,PROD007,T1,INFLOW,DEPOSIT,LEI00028,BANK,false,1,2027-02-15,false,,39446889.510000,1.0831000000,36420357.780000,EUR,38657951.719800,40235827.300200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.942512,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.942514,2026-04-11 16:03:34.942749,2026-04-11 16:03:34.942749
29,2026-04-04,1,CORE,14,11,1,PROD013,T1,INFLOW,DEPOSIT,LEI00029,BANK,false,1,2027-01-31,false,,60004297.160000,1.2635000000,47490539.900000,GBP,58804211.216800,61204383.103200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.948359,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.948361,2026-04-11 16:03:34.948636,2026-04-11 16:03:34.948636
30,2026-04-04,1,CORE,13,1,1,PROD001,T1,INFLOW,DEPOSIT,LEI00030,BANK,false,1,2026-12-14,false,,226995.630000,0.0067000000,33879945.270000,JPY,222455.717400,231535.542600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.953714,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.953716,2026-04-11 16:03:34.953968,2026-04-11 16:03:34.953968
31,2026-04-04,1,CORE,14,4,1,PROD003,T1,OUTFLOW,DEPOSIT,LEI00031,BANK,false,1,2026-05-23,false,,416479.530000,0.0067000000,62161123.790000,JPY,408149.939400,424809.120600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.958432,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.958434,2026-04-11 16:03:34.958708,2026-04-11 16:03:34.958708
32,2026-04-04,1,CORE,9,12,1,PROD004,T1,OUTFLOW,DEPOSIT,LEI00032,BANK,false,1,2026-06-19,false,,65685484.500000,1.0000000000,65685484.500000,USD,64371774.810000,66999194.190000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.963764,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.963767,2026-04-11 16:03:34.964021,2026-04-11 16:03:34.964021
33,2026-04-04,1,CORE,7,9,1,PROD001,T1,OUTFLOW,DEPOSIT,LEI00033,BANK,false,1,2027-01-30,false,,47635739.170000,1.2635000000,37701416.040000,GBP,46683024.386600,48588453.953400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.967855,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.967857,2026-04-11 16:03:34.968095,2026-04-11 16:03:34.968095
34,2026-04-04,1,CORE,10,9,1,PROD014,T1,OUTFLOW,DEPOSIT,LEI00034,BANK,false,1,2026-08-17,false,,61973498.600000,1.0000000000,61973498.600000,USD,60734028.628000,63212968.572000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.971324,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.971326,2026-04-11 16:03:34.971536,2026-04-11 16:03:34.971536
35,2026-04-04,1,CORE,13,5,1,PROD001,T1,INFLOW,DEPOSIT,LEI00035,BANK,false,1,2026-07-29,false,,70376885.100000,1.0831000000,64977273.660000,EUR,68969347.398000,71784422.802000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.975406,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.975409,2026-04-11 16:03:34.97566,2026-04-11 16:03:34.97566
36,2026-04-04,1,CORE,14,2,1,PROD013,T1,INFLOW,DEPOSIT,LEI00036,BANK,false,1,2026-09-08,false,,6062497.660000,0.7250000000,8362065.740000,CAD,5941247.706800,6183747.613200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.981855,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.981858,2026-04-11 16:03:34.982103,2026-04-11 16:03:34.982103
37,2026-04-04,1,CORE,7,8,1,PROD006,T1,OUTFLOW,DEPOSIT,LEI00037,BANK,false,1,2026-07-03,false,,47014978.820000,0.7250000000,64848246.650000,CAD,46074679.243600,47955278.396400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.985952,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.985955,2026-04-11 16:03:34.986186,2026-04-11 16:03:34.986186
38,2026-04-04,1,CORE,2,9,1,PROD014,T1,INFLOW,DEPOSIT,LEI00038,BANK,false,1,2026-09-23,false,,59163529.780000,1.2635000000,46825112.610000,GBP,57980259.184400,60346800.375600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.989511,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.989514,2026-04-11 16:03:34.989829,2026-04-11 16:03:34.989829
39,2026-04-04,1,CORE,5,9,1,PROD007,T1,OUTFLOW,DEPOSIT,LEI00039,BANK,false,1,2026-12-17,false,,28119.640000,0.0067000000,4196961.830000,JPY,27557.247200,28682.032800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:34.995681,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:34.995683,2026-04-11 16:03:34.995949,2026-04-11 16:03:34.995949
40,2026-04-04,1,CORE,4,1,1,PROD010,T1,INFLOW,DEPOSIT,LEI00040,BANK,false,1,2027-01-02,false,,24132422.220000,1.2635000000,19099661.430000,GBP,23649773.775600,24615070.664400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.000266,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.000269,2026-04-11 16:03:35.000528,2026-04-11 16:03:35.000528
41,2026-04-04,1,CORE,8,8,1,PROD004,T1,OUTFLOW,DEPOSIT,LEI00041,BANK,false,1,2027-03-31,false,,74751659.930000,1.0831000000,69016397.310000,EUR,73256626.731400,76246693.128600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.004743,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.004745,2026-04-11 16:03:35.004974,2026-04-11 16:03:35.004974
42,2026-04-04,1,CORE,14,9,1,PROD008,T1,INFLOW,DEPOSIT,LEI00042,BANK,false,1,2026-05-13,false,,257584.330000,0.0067000000,38445422.250000,JPY,252432.643400,262736.016600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.008517,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.00852,2026-04-11 16:03:35.008765,2026-04-11 16:03:35.008765
43,2026-04-04,1,CORE,14,8,1,PROD011,T1,INFLOW,DEPOSIT,LEI00043,BANK,false,1,2027-02-22,false,,15466104.170000,1.0831000000,14279479.430000,EUR,15156782.086600,15775426.253400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.013796,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.013798,2026-04-11 16:03:35.014058,2026-04-11 16:03:35.014058
44,2026-04-04,1,CORE,4,4,1,PROD007,T1,OUTFLOW,DEPOSIT,LEI00044,BANK,false,1,2027-01-06,false,,258836.020000,0.0067000000,38632241.640000,JPY,253659.299600,264012.740400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.018568,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.018571,2026-04-11 16:03:35.018814,2026-04-11 16:03:35.018814
45,2026-04-04,1,CORE,4,10,1,PROD008,T1,INFLOW,DEPOSIT,LEI00045,BANK,false,1,2026-08-14,false,,97166.670000,0.0067000000,14502487.400000,JPY,95223.336600,99110.003400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.023541,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.023545,2026-04-11 16:03:35.023774,2026-04-11 16:03:35.023774
46,2026-04-04,1,CORE,11,12,1,PROD013,T1,INFLOW,DEPOSIT,LEI00046,BANK,false,1,2026-10-28,false,,35716822.950000,1.0831000000,32976477.660000,EUR,35002486.491000,36431159.409000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.028691,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.028694,2026-04-11 16:03:35.028958,2026-04-11 16:03:35.028958
47,2026-04-04,1,CORE,10,2,1,PROD008,T1,INFLOW,DEPOSIT,LEI00047,BANK,false,1,2026-08-27,false,,57039466.200000,1.0000000000,57039466.200000,USD,55898676.876000,58180255.524000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.032988,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.032991,2026-04-11 16:03:35.033245,2026-04-11 16:03:35.033245
48,2026-04-04,1,CORE,2,10,1,PROD011,T1,OUTFLOW,DEPOSIT,LEI00048,BANK,false,1,2026-04-18,false,,28609848.750000,1.0831000000,26414780.490000,EUR,28037651.775000,29182045.725000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.037359,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.037361,2026-04-11 16:03:35.037589,2026-04-11 16:03:35.037589
49,2026-04-04,1,CORE,3,3,1,PROD006,T1,OUTFLOW,DEPOSIT,LEI00049,BANK,false,1,2027-03-10,false,,52775124.580000,1.0831000000,48725994.440000,EUR,51719622.088400,53830627.071600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.041737,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.041739,2026-04-11 16:03:35.041988,2026-04-11 16:03:35.041988
50,2026-04-04,1,CORE,12,9,1,PROD003,T1,INFLOW,DEPOSIT,LEI00050,BANK,false,1,2026-10-22,false,,20932204.420000,0.7250000000,28872006.100000,CAD,20513560.331600,21350848.508400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.046724,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.046728,2026-04-11 16:03:35.04711,2026-04-11 16:03:35.04711
51,2026-04-04,1,CORE,5,2,1,PROD006,T1,INFLOW,DEPOSIT,LEI00051,BANK,false,1,2026-12-19,false,,54707616.610000,0.7250000000,75458781.530000,CAD,53613464.277800,55801768.942200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.051551,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.051553,2026-04-11 16:03:35.051786,2026-04-11 16:03:35.051786
52,2026-04-04,1,CORE,4,1,1,PROD004,T1,INFLOW,DEPOSIT,LEI00052,BANK,false,1,2027-01-08,false,,39079325.630000,1.0000000000,39079325.630000,USD,38297739.117400,39860912.142600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.056038,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.05604,2026-04-11 16:03:35.056293,2026-04-11 16:03:35.056293
53,2026-04-04,1,CORE,4,5,1,PROD004,T1,INFLOW,DEPOSIT,LEI00053,BANK,false,1,2027-01-29,false,,55883991.300000,1.0831000000,51596335.800000,EUR,54766311.474000,57001671.126000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.061935,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.061937,2026-04-11 16:03:35.0622,2026-04-11 16:03:35.0622
54,2026-04-04,1,CORE,6,1,1,PROD002,T1,OUTFLOW,DEPOSIT,LEI00054,BANK,false,1,2026-08-15,false,,112242302.710000,1.2635000000,88834430.320000,GBP,109997456.655800,114487148.764200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.066514,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.066516,2026-04-11 16:03:35.066761,2026-04-11 16:03:35.066761
55,2026-04-04,1,CORE,4,1,1,PROD003,T1,INFLOW,DEPOSIT,LEI00055,BANK,false,1,2026-09-18,false,,51777313.890000,1.0000000000,51777313.890000,USD,50741767.612200,52812860.167800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.071329,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.071331,2026-04-11 16:03:35.071577,2026-04-11 16:03:35.071577
56,2026-04-04,1,CORE,8,11,1,PROD010,T1,OUTFLOW,DEPOSIT,LEI00056,BANK,false,1,2027-02-15,false,,46639320.350000,0.7250000000,64330097.040000,CAD,45706533.943000,47572106.757000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.076485,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.076489,2026-04-11 16:03:35.076962,2026-04-11 16:03:35.076962
57,2026-04-04,1,CORE,9,1,1,PROD007,T1,INFLOW,DEPOSIT,LEI00057,BANK,false,1,2026-09-24,false,,75885291.350000,1.0831000000,70063051.750000,EUR,74367585.523000,77402997.177000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.083333,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.083336,2026-04-11 16:03:35.083598,2026-04-11 16:03:35.083598
58,2026-04-04,1,CORE,3,4,1,PROD005,T1,OUTFLOW,DEPOSIT,LEI00058,BANK,false,1,2026-07-28,false,,61998.790000,0.0067000000,9253550.010000,JPY,60758.814200,63238.765800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.088503,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.088506,2026-04-11 16:03:35.088751,2026-04-11 16:03:35.088751
59,2026-04-04,1,CORE,1,3,1,PROD003,T1,INFLOW,DEPOSIT,LEI00059,BANK,false,1,2027-01-09,false,,96841762.290000,1.2635000000,76645636.950000,GBP,94904927.044200,98778597.535800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.092943,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.092946,2026-04-11 16:03:35.093226,2026-04-11 16:03:35.093226
60,2026-04-04,1,CORE,7,7,1,PROD001,T1,OUTFLOW,DEPOSIT,LEI00060,BANK,false,1,2026-11-19,false,,554831.370000,0.0067000000,82810651.630000,JPY,543734.742600,565927.997400,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.098414,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.098417,2026-04-11 16:03:35.098653,2026-04-11 16:03:35.098653
61,2026-04-04,1,CORE,12,7,1,PROD013,T1,OUTFLOW,DEPOSIT,LEI00061,BANK,false,1,2027-01-13,false,,67019931.810000,1.0831000000,61877879.980000,EUR,65679533.173800,68360330.446200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.102944,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.102946,2026-04-11 16:03:35.10319,2026-04-11 16:03:35.10319
62,2026-04-04,1,CORE,10,2,1,PROD003,T1,INFLOW,DEPOSIT,LEI00062,BANK,false,1,2026-12-06,false,,61182975.610000,0.7250000000,84390311.180000,CAD,59959316.097800,62406635.122200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.106495,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.106498,2026-04-11 16:03:35.106729,2026-04-11 16:03:35.106729
63,2026-04-04,1,CORE,4,6,1,PROD012,T1,OUTFLOW,DEPOSIT,LEI00063,BANK,false,1,2026-07-22,false,,3671231.950000,1.0831000000,3389559.550000,EUR,3597807.311000,3744656.589000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.11077,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.110772,2026-04-11 16:03:35.111042,2026-04-11 16:03:35.111042
64,2026-04-04,1,CORE,1,8,1,PROD003,T1,OUTFLOW,DEPOSIT,LEI00064,BANK,false,1,2026-08-10,false,,157571.050000,0.0067000000,23518067.200000,JPY,154419.629000,160722.471000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.115094,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.115096,2026-04-11 16:03:35.115339,2026-04-11 16:03:35.115339
65,2026-04-04,1,CORE,14,4,1,PROD010,T1,OUTFLOW,DEPOSIT,LEI00065,BANK,false,1,2026-09-06,false,,41859852.590000,0.7250000000,57737727.710000,CAD,41022655.538200,42697049.641800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.119456,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.119459,2026-04-11 16:03:35.119694,2026-04-11 16:03:35.119694
66,2026-04-04,1,CORE,9,9,1,PROD004,T1,OUTFLOW,DEPOSIT,LEI00066,BANK,false,1,2026-09-07,false,,562463.830000,0.0067000000,83949825.440000,JPY,551214.553400,573713.106600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.12308,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.123082,2026-04-11 16:03:35.12331,2026-04-11 16:03:35.12331
67,2026-04-04,1,CORE,2,11,1,PROD007,T1,INFLOW,DEPOSIT,LEI00067,BANK,false,1,2026-05-21,false,,194647.310000,0.0067000000,29051836.640000,JPY,190754.363800,198540.256200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.127551,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.127554,2026-04-11 16:03:35.127901,2026-04-11 16:03:35.127901
68,2026-04-04,1,CORE,8,7,1,PROD005,T1,OUTFLOW,DEPOSIT,LEI00068,BANK,false,1,2026-09-11,false,,527766.430000,0.0067000000,78771108.880000,JPY,517211.101400,538321.758600,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.132646,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.132649,2026-04-11 16:03:35.132884,2026-04-11 16:03:35.132884
69,2026-04-04,1,CORE,9,12,1,PROD006,T1,INFLOW,DEPOSIT,LEI00069,BANK,false,1,2027-02-27,false,,68846641.140000,1.2635000000,54488833.510000,GBP,67469708.317200,70223573.962800,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.136557,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.13656,2026-04-11 16:03:35.136801,2026-04-11 16:03:35.136801
70,2026-04-04,1,CORE,2,10,1,PROD012,T1,OUTFLOW,DEPOSIT,LEI00070,BANK,false,1,2026-12-09,false,,81678003.160000,1.0000000000,81678003.160000,USD,80044443.096800,83311563.223200,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.140318,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.140321,2026-04-11 16:03:35.14056,2026-04-11 16:03:35.14056
71,2026-04-04,1,CORE,9,2,1,PROD001,T1,OUTFLOW,DEPOSIT,LEI00071,BANK,false,1,2027-03-21,false,,50838967.800000,0.7250000000,70122714.210000,CAD,49822188.444000,51855747.156000,false,,false,,,,,,,,,,,,,,PASS,true,true,2026-04-11 16:03:35.144389,BATCH_SYN,SYNTHETIC,2026-04-11 16:03:35.144395,2026-04-11 16:03:35.144739,2026-04-11 16:03:35.144739
